date;city;temp_c;humidity_pct;pressure_hpa;wind_kmh;cloud_pct;precip_mm
2025-02-26;Moscow;-3.0;78.4;1017.8;2.8;58.7;7.3
2025-02-27;Moscow;-3.4;76.6;1017.0;11.0;82.3;0.0
2025-02-28;Moscow;-2.7;71.2;1018.8;11.3;57.0;0.0
2025-03-01;Moscow;-4.3;69.2;1009.8;8.9;59.2;0.0
2025-03-02;Moscow;2.0;74.3;1011.6;12.1;68.6;0.0
2025-03-03;Moscow;-2.8;82.6;1014.0;7.0;67.7;6.6
2025-03-04;Moscow;-0.1;79.7;1014.8;6.7;45.6;6.9
2025-03-05;Moscow;-0.9;66.1;1014.0;13.8;77.9;0.0
2025-03-06;Moscow;0.5;77.5;1016.4;12.5;95.7;1.0
2025-03-07;Moscow;5.6;62.0;1015.7;2.1;10.9;0.0
2025-03-08;Moscow;6.0;68.3;1008.8;3.9;26.4;0.0
2025-03-09;Moscow;1.2;80.0;1009.6;4.9;65.8;0
2025-03-10;Moscow;-1.6;63.5;1012.8;7.8;56.8;0.0
2025-03-11;Moscow;1.6;76.9;1011.4;7.5;64.3;2.5
2025-03-12;Moscow;-0.4;75.7;1011.1;9.4;32.0;0.0
2025-03-13;Moscow;5.1;77.7;1008.1;7.7;63.3;4.2
2025-03-14;Moscow;-2.1;77.2;1012.2;7.9;42.9;0.0
2025-03-15;Moscow;3.7;77.3;1016.9;8.7;55.3;0.3
2025-03-16;Moscow;2.2;71.5;1012.6;7.4;42.0;1.8
2025-03-17;Moscow;2.9;68.2;1012.0;8.3;47.0;0.0
2025-03-18;Moscow;5.3;70.9;1009.3;8.1;28.4;0.0
2025-03-19;Moscow;4.8;70.9;996.4;3.8;44.0;0.0
2025-03-20;Moscow;7.6;64.4;1007.6;10.5;48.4;1.3
2025-03-21;Moscow;6.1;66.3;1008.5;9.2;75.8;0.0
2025-03-22;Moscow;7.0;77.0;1012.9;6.0;77.9;0
2025-03-23;Moscow;7.8;70.5;1008.5;0;37.5;2.0
2025-03-24;Moscow;4.6;61.6;1018.4;12.1;61.3;0.0
2025-03-25;Moscow;3.5;79.7;1012.1;5.6;76.8;0.3
2025-03-26;Moscow;6.5;75.7;1006.7;16.0;84.0;0.0
2025-03-27;Moscow;6.1;62.8;1011.6;0;46.8;0.0
2025-03-28;Moscow;11.7;62.4;1013.1;7.6;38.2;0.0
2025-03-29;Moscow;8.0;66.4;1014.8;6.0;33.0;0.0
2025-03-30;Moscow;8.5;80.0;1013.9;9.1;73.4;0.0
2025-03-31;Moscow;10.9;61.9;1012.4;8.6;55.5;0.0
2025-04-01;Moscow;8.0;58.0;1012.9;5.9;26.3;0.0
2025-04-02;Moscow;9.0;65.4;1013.5;14.0;45.5;0.0
2025-04-03;Moscow;12.1;61.6;1011.5;7.9;35.8;0.0
2025-04-04;Moscow;9.0;72.1;1014.2;9.8;71.3;0.0
2025-04-05;Moscow;11.7;69.1;1014.8;1.6;57.7;0.0
2025-04-06;Moscow;7.9;66.5;1014.3;9.6;54.6;1.6
2025-04-07;Moscow;8.2;66.1;1017.1;7.2;50.3;0.0
2025-04-08;Moscow;9.3;54.8;1012.6;4.0;36.3;0.0
2025-04-09;Moscow;11.1;68.6;1016.3;6.4;61.5;0.1
2025-04-10;Moscow;10.5;65.2;1015.0;12.1;36.2;0.0
2025-04-11;Moscow;18.9;67.2;1006.5;8.7;43.4;0.0
2025-04-12;Moscow;9.1;68.3;1019.6;0;47.5;0.0
2025-04-13;Moscow;15.2;65.2;1002.1;8.7;62.2;0.0
2025-04-14;Moscow;13.1;69.1;1012.1;8.1;36.1;0.0
2025-04-15;Moscow;13.5;66.9;1018.0;6.7;37.7;0.0
2025-04-16;Moscow;16.7;60.8;1007.5;3.8;63.1;0.0
2025-04-17;Moscow;12.0;57.6;1004.7;8.7;41.0;0.0
2025-04-18;Moscow;11.9;74.7;1008.6;6.6;76.0;0.0
2025-04-19;Moscow;16.3;71.8;1009.9;6.4;57.7;0.2
2025-04-20;Moscow;14.8;65.1;1013.3;15.4;45.3;0.0
2025-04-21;Moscow;23.5;57.7;1010.0;5.2;70.6;0.0
2025-04-22;Moscow;15.5;57.0;1004.2;10.2;63.7;0.0
2025-04-23;Moscow;13.6;64.8;1009.3;10.9;37.6;0.0
2025-04-24;Moscow;10.6;62.8;1008.2;14.9;40.9;0.0
2025-04-25;Moscow;13.1;65.8;1006.6;17.5;37.8;0.0
2025-04-26;Moscow;17.2;60.1;1007.1;5.8;53.1;0.0
2025-04-27;Moscow;15.8;55.7;1011.4;5.3;11.8;0.0
2025-04-28;Moscow;14.2;62.9;1009.2;13.4;46.9;0.0
2025-04-29;Moscow;17.9;70.1;1009.5;7.4;89.2;0.0
2025-04-30;Moscow;16.2;72.0;1016.2;1.6;57.9;0.0
2025-05-01;Moscow;16.0;74.8;1014.0;7.6;45.8;0.0
2025-05-02;Moscow;16.1;51.1;1010.6;10.1;31.8;0.0
2025-05-03;Moscow;12.1;70.4;1003.6;7.6;53.7;0.0
2025-05-04;Moscow;19.4;70.1;1010.9;11.0;71.1;0.0
2025-05-05;Moscow;14.6;60.6;1007.5;9.0;57.2;0.0
2025-05-06;Moscow;21.4;64.0;1017.7;14.4;57.9;0.0
2025-05-07;Moscow;19.0;57.3;1007.0;1.6;63.2;0.9
2025-05-08;Moscow;14.9;62.5;1016.4;2.1;33.0;0.0
2025-05-09;Moscow;19.6;61.5;1006.7;6.7;42.0;0.0
2025-05-10;Moscow;20.9;61.4;1008.7;2.6;66.6;0.0
2025-05-11;Moscow;14.9;58.5;1013.1;6.7;22.0;0.0
2025-05-12;Moscow;20.0;62.7;1004.5;1.4;75.0;0.0
2025-05-13;Moscow;19.2;69.0;1013.9;11.0;43.6;0.0
2025-05-14;Moscow;20.1;60.9;1011.5;4.8;42.8;0.0
2025-05-15;Moscow;20.6;52.1;1007.7;8.8;47.0;0.0
2025-05-16;Moscow;18.4;58.7;1012.4;6.8;35.9;0.0
2025-05-17;Moscow;20.4;72.5;1010.9;12.9;44.9;0.0
2025-05-18;Moscow;18.0;63.6;1005.6;5.0;40.7;0.0
2025-05-19;Moscow;21.2;63.4;1014.2;5.1;51.8;0.0
2025-05-20;Moscow;13.5;52.9;1007.3;18.6;35.8;0.0
2025-05-21;Moscow;18.9;57.4;1004.3;13.2;52.2;0.0
2025-05-22;Moscow;22.5;58.5;1012.0;2.8;34.0;0.0
2025-05-23;Moscow;23.8;57.0;1004.6;3.9;21.5;0.0
2025-05-24;Moscow;24.0;56.1;1008.8;12.0;23.5;0.2
2025-05-25;Moscow;20.0;70.6;1011.3;9.9;17.7;0.0
2025-05-26;Moscow;19.7;70.6;1006.4;7.7;84.4;0.0
2025-05-27;Moscow;22.9;51.5;1009.2;9.7;49.3;0.0
2025-05-28;Moscow;21.3;66.9;1005.3;18.4;48.6;0.0
2025-05-29;Moscow;18.8;68.7;1015.2;8.4;33.4;0.0
2025-05-30;Moscow;22.9;51.0;1006.4;9.8;38.2;0.0
2025-05-31;Moscow;27.0;62.6;1001.9;4.7;51.0;0.0
2025-06-01;Moscow;22.9;64.8;1008.3;6.2;56.3;0.0
2025-06-02;Moscow;21.1;67.1;1017.0;12.8;64.5;0.0
2025-06-03;Moscow;24.3;59.8;1000.5;2.2;59.9;0.0
2025-06-04;Moscow;21.3;61.8;1006.0;8.3;53.1;0.0
2025-06-05;Moscow;22.2;46.5;1013.5;9.1;31.8;0.0
2025-06-06;Moscow;15.8;55.7;1007.5;11.1;47.4;0.0
2025-06-07;Moscow;23.7;51.8;1011.7;4.6;25.7;1.2
2025-06-08;Moscow;20.8;65.7;1013.7;14.2;63.2;0.0
2025-06-09;Moscow;23.7;72.0;1009.0;10.0;58.5;0.0
2025-06-10;Moscow;22.6;62.1;1011.7;8.0;59.0;0.0
2025-06-11;Moscow;23.2;60.3;1010.8;5.1;44.1;1.6
2025-06-12;Moscow;22.7;52.8;1009.9;3.5;45.4;0.0
2025-06-13;Moscow;19.9;45.6;1009.8;14.7;43.5;0.0
2025-06-14;Moscow;20.2;59.2;1011.4;7.7;32.3;0.0
2025-06-15;Moscow;23.3;46.9;1010.5;9.5;40.3;0.0
2025-06-16;Moscow;24.8;62.0;1006.6;4.3;27.5;0.0
2025-06-17;Moscow;30.2;52.2;1011.6;13.1;55.4;0.0
2025-06-18;Moscow;20.5;51.7;1009.5;5.3;31.0;0.0
2025-06-19;Moscow;23.5;54.0;1011.2;11.5;52.1;0.0
2025-06-20;Moscow;22.0;62.5;1011.3;7.3;53.2;0.6
2025-06-21;Moscow;22.7;49.1;1005.0;6.2;26.8;0.0
2025-06-22;Moscow;22.1;54.6;1014.7;8.0;13.5;0.0
2025-06-23;Moscow;26.3;58.4;1006.9;12.2;51.8;0.0
2025-06-24;Moscow;26.5;69.0;1014.9;3.4;74.0;0.0
2025-06-25;Moscow;24.6;49.2;1017.3;6.8;23.1;0.1
2025-06-26;Moscow;27.2;55.2;1009.7;10.5;40.4;0.0
2025-06-27;Moscow;20.8;72.2;1010.3;4.3;51.6;0.0
2025-06-28;Moscow;22.4;59.0;1010.0;5.2;35.2;0.0
2025-06-29;Moscow;23.9;58.3;1003.2;6.5;44.0;1.8
2025-01-01;Sochi;7.1;72.6;1015.1;5.6;43.3;0.0
2025-01-02;Sochi;3.7;84.7;1021.1;15.8;63.1;9.9
2025-01-03;Sochi;3.9;73.1;1013.6;11.3;71.2;0.0
2025-01-04;Sochi;4.4;77.7;1020.2;7.8;63.8;0.0
2025-01-05;Sochi;1.5;81.0;1010.3;13.0;66.8;0.6
2025-01-06;Sochi;10.0;76.2;1021.3;4.0;39.8;1.2
2025-01-07;Sochi;4.9;75.3;1014.6;14.4;39.4;0
2025-01-08;Sochi;5.6;70.7;1013.7;5.4;46.3;0.0
2025-01-09;Sochi;5.9;72.6;1019.9;6.0;57.6;0.0
2025-01-10;Sochi;6.6;71.2;1016.8;0.7;61.4;0.0
2025-01-11;Sochi;3.0;76.9;1022.9;8.4;39.7;4.7
2025-01-12;Sochi;1.9;74.5;1011.0;0;70.3;0.0
2025-01-13;Sochi;2.5;67.8;1021.4;3.8;57.6;0.0
2025-01-14;Sochi;5.7;72.5;1020.8;12.5;64.2;0.0
2025-01-15;Sochi;4.2;74.6;1018.5;6.6;79.1;0.0
2025-01-16;Sochi;1.4;67.2;1017.5;1.3;44.9;0.0
2025-01-17;Sochi;0.8;77.2;1015.6;5.1;53.3;4.3
2025-01-18;Sochi;9.5;81.5;1014.1;18.3;56.0;3.9
2025-01-19;Sochi;2.8;76.1;1015.3;7.7;52.4;6.3
2025-01-20;Sochi;3.6;80.5;1019.0;7.4;70.5;0.0
2025-01-21;Sochi;6.0;72.1;1011.8;14.8;40.7;0.0
2025-01-22;Sochi;4.4;71.8;1011.4;16.5;52.6;0.0
2025-01-23;Sochi;3.3;78.1;1016.2;2.9;81.1;0.0
2025-01-24;Sochi;7.7;64.6;1015.5;3.5;42.1;0.0
2025-01-25;Sochi;3.8;70.7;1019.4;10.2;92.0;0.0
2025-01-26;Sochi;6.2;76.2;1024.2;11.6;81.7;0.0
2025-01-27;Sochi;8.6;78.2;1018.2;8.2;54.6;8.0
2025-01-28;Sochi;10.2;74.2;1010.1;10.2;73.3;0.0
2025-01-29;Sochi;5.5;68.7;1014.2;9.1;54.8;0.0
2025-01-30;Sochi;3.7;68.6;1024.0;0.5;60.4;0.0
2025-01-31;Sochi;13.3;66.8;1014.1;8.8;39.9;0.0
2025-02-01;Sochi;8.7;76.8;1010.6;10.0;70.1;0.0
2025-02-02;Sochi;5.7;71.3;1021.6;1.6;51.5;0.0
2025-02-03;Sochi;11.0;74.9;1015.9;0;73.8;0.0
2025-02-04;Sochi;4.8;73.7;1018.4;8.2;47.9;0.0
2025-02-05;Sochi;7.1;70.9;1017.7;14.9;44.6;0.0
2025-02-06;Sochi;7.6;68.6;1015.3;15.3;52.1;0.0
2025-02-07;Sochi;6.1;71.0;1017.1;10.7;62.3;0.0
2025-02-08;Sochi;3.7;68.6;1015.0;7.7;51.8;1.8
2025-02-09;Sochi;3.8;76.5;1015.0;8.5;77.9;1.0
2025-02-10;Sochi;5.9;70.8;1019.5;11.3;48.3;0.0
2025-02-11;Sochi;6.7;69.8;1015.4;9.5;54.9;0.0
2025-02-12;Sochi;0.6;70.1;1013.0;6.7;35.2;0.0
2025-02-13;Sochi;8.9;70.8;1017.5;8.9;43.2;0.0
2025-02-14;Sochi;5.4;63.2;1016.4;4.4;68.7;0.0
2025-02-15;Sochi;9.3;75.3;1022.9;2.0;65.3;0.0
2025-02-16;Sochi;12.6;74.4;1013.4;8.9;69.1;1.2
2025-02-17;Sochi;11.5;67.3;1021.6;7.7;53.3;0.0
2025-02-18;Sochi;13.1;63.6;1022.0;10.4;40.8;0.0
2025-02-19;Sochi;5.5;79.2;1016.1;0;32.7;11.1
2025-02-20;Sochi;3.5;70.0;1009.3;7.1;55.1;0.0
2025-02-21;Sochi;8.4;72.9;1011.9;7.3;63.9;0.0
2025-02-22;Sochi;8.3;77.1;1010.9;10.7;59.1;0.0
2025-02-23;Sochi;10.3;74.1;1016.3;17.6;54.7;0.4
2025-02-24;Sochi;8.0;72.0;1010.5;10.1;55.2;0.0
2025-02-25;Sochi;10.1;67.4;1022.5;10.8;44.1;0.0
2025-02-26;Sochi;12.0;61.7;1012.5;11.7;44.8;0.0
2025-02-27;Sochi;7.6;65.4;1011.5;11.5;52.3;0.0
2025-02-28;Sochi;11.7;62.6;1016.1;5.1;45.7;0.0
2025-03-01;Sochi;2.7;75.0;1014.0;16.7;52.4;0.0
2025-03-02;Sochi;10.9;73.4;1013.4;13.2;70.7;0.0
2025-03-03;Sochi;10.0;73.1;1020.5;10.0;81.2;0.0
2025-03-04;Sochi;8.0;75.6;1013.4;9.3;43.2;4.7
2025-03-05;Sochi;12.6;68.1;1014.9;4.4;49.7;0.0
2025-03-06;Sochi;8.2;64.9;1018.7;9.8;75.8;0.0
2025-03-07;Sochi;11.6;68.7;1008.3;17.6;72.9;0.0
2025-03-08;Sochi;8.2;70.0;1011.1;14.8;60.1;0.0
2025-03-09;Sochi;8.4;73.3;1014.7;9.1;55.9;0.0
2025-03-10;Sochi;13.0;69.8;1012.8;13.6;35.6;0.0
2025-03-11;Sochi;17.2;69.3;1013.0;4.7;41.2;0.0
2025-03-12;Sochi;11.5;73.5;1013.0;8.0;66.9;0.0
2025-03-13;Sochi;12.1;64.9;1010.1;10.8;35.8;0.0
2025-03-14;Sochi;13.5;66.5;1012.1;3.9;38.3;0.0
2025-03-15;Sochi;9.5;61.5;1011.7;5.7;40.3;0.0
2025-03-16;Sochi;8.6;67.0;1013.9;4.9;58.3;0.0
2025-03-17;Sochi;13.7;61.7;1015.5;5.3;41.3;0.0
2025-03-18;Sochi;13.0;53.7;1017.2;7.7;29.7;0.0
2025-03-19;Sochi;16.0;60.7;1015.8;8.0;55.3;0.0
2025-03-20;Sochi;11.2;70.7;1015.1;16.0;63.7;0.0
2025-03-21;Sochi;15.9;61.1;1021.3;3.2;49.1;0.0
2025-03-22;Sochi;14.0;66.0;1019.4;6.4;63.0;0.0
2025-03-23;Sochi;14.0;71.3;1016.4;12.3;42.3;0.0
2025-03-24;Sochi;9.8;61.8;1007.3;11.5;45.9;0.0
2025-03-25;Sochi;10.5;58.0;1017.8;9.7;64.3;0
2025-03-26;Sochi;14.7;60.8;1026.6;7.1;41.8;0.0
2025-03-27;Sochi;11.5;70.6;1009.7;16.0;56.8;0.0
2025-03-28;Sochi;13.5;62.0;1014.6;10.3;59.8;0.0
2025-03-29;Sochi;12.1;65.8;1011.0;7.7;45.9;0.0
2025-03-30;Sochi;14.6;63.1;1011.2;4.1;74.6;0.0
2025-03-31;Sochi;15.2;58.4;1016.0;4.5;27.4;0.0
2025-04-01;Sochi;9.7;65.9;1008.3;7.6;49.5;0.0
2025-04-02;Sochi;20.3;60.8;1015.2;2.8;45.1;0.0
2025-04-03;Sochi;13.0;57.0;1010.3;9.2;38.5;0.0
2025-04-04;Sochi;22.4;65.5;1014.9;8.5;49.0;0.0
2025-04-05;Sochi;17.9;53.7;1017.9;15.1;28.4;0.0
2025-04-06;Sochi;18.0;63.5;1015.1;11.4;41.2;0.0
2025-04-07;Sochi;14.3;68.3;1021.9;5.9;66.3;0.0
2025-04-08;Sochi;16.4;53.5;1012.2;2.9;46.8;0.0
2025-04-09;Sochi;19.0;64.3;1024.6;7.0;63.3;0.0
2025-04-10;Sochi;16.8;56.6;1008.6;15.6;48.6;0.0
2025-04-11;Sochi;15.6;58.9;1010.4;15.3;43.6;0.0
2025-04-12;Sochi;18.4;56.6;1012.4;14.2;36.1;0.0
2025-04-13;Sochi;20.1;57.1;1014.2;0;37.3;0.0
2025-04-14;Sochi;20.3;67.3;1011.2;6.5;44.9;0.0
2025-04-15;Sochi;15.5;66.7;1015.1;7.6;46.6;0.0
2025-04-16;Sochi;21.5;60.9;1017.4;6.2;77.0;0.0
2025-04-17;Sochi;16.4;65.3;1023.4;5.5;71.8;0.0
2025-04-18;Sochi;21.4;64.5;1007.4;6.6;82.2;0.0
2025-04-19;Sochi;16.6;63.0;1011.9;20.0;25.5;0.0
2025-04-20;Sochi;13.1;60.5;1022.4;5.8;49.8;0.0
2025-04-21;Sochi;18.8;73.3;1020.6;5.4;100;0.0
2025-04-22;Sochi;13.3;60.3;1016.1;4.4;50.8;0.0
2025-04-23;Sochi;20.5;55.1;1014.2;10.5;66.7;0.0
2025-04-24;Sochi;15.7;55.3;1016.9;15.0;66.7;0.0
2025-04-25;Sochi;16.8;67.0;1016.4;8.9;61.1;0.0
2025-04-26;Sochi;19.8;63.9;1013.9;14.7;63.3;0.0
2025-04-27;Sochi;19.3;67.8;1013.6;7.5;49.2;0.0
2025-04-28;Sochi;19.2;64.6;1004.7;7.9;48.0;0.0
2025-04-29;Sochi;18.2;63.1;1011.5;5.9;43.5;0.0
2025-04-30;Sochi;22.7;66.8;1009.8;5.4;37.3;0.0
2025-05-01;Sochi;19.6;56.3;1010.6;8.1;70.2;0.0
2025-05-02;Sochi;23.0;61.6;1012.6;6.5;44.4;0.0
2025-05-03;Sochi;20.4;50.4;1012.8;10.1;51.2;0.0
2025-05-04;Sochi;22.1;60.8;1011.4;7.1;21.5;0.0
2025-05-05;Sochi;20.7;51.4;1012.5;12.2;47.1;0.0
2025-05-06;Sochi;20.7;51.9;1015.5;1.9;37.5;0.0
2025-05-07;Sochi;20.9;75.5;1017.8;9.4;58.1;0
2025-05-08;Sochi;23.7;59.3;1001.8;5.5;35.0;0.0
2025-05-09;Sochi;17.7;65.7;1016.0;5.9;43.5;0.0
2025-05-10;Sochi;18.2;54.3;1009.7;10.2;60.2;0.0
2025-05-11;Sochi;21.4;53.1;1013.5;8.0;35.8;0.0
2025-05-12;Sochi;25.4;46.2;1011.2;8.1;50.8;0.0
2025-05-13;Sochi;25.6;53.4;1018.2;12.7;20.4;0.0
2025-05-14;Sochi;24.1;61.0;1012.9;8.8;51.2;0.0
2025-05-15;Sochi;21.9;55.1;1012.3;3.9;45.1;0.0
2025-05-16;Sochi;24.0;63.4;1014.2;6.2;77.5;0.0
2025-05-17;Sochi;20.9;64.0;1010.9;4.9;48.6;0.0
2025-05-18;Sochi;23.7;57.5;1015.8;17.0;59.7;0.0
2025-05-19;Sochi;25.5;52.1;1008.3;10.1;76.9;0.0
2025-05-20;Sochi;21.6;57.6;1009.0;6.0;50.3;0.0
2025-05-21;Sochi;22.8;49.5;1014.4;5.3;32.5;0.0
2025-05-22;Sochi;18.4;41.7;1008.4;6.0;30.5;0.0
2025-05-23;Sochi;23.9;64.4;1019.2;4.4;71.7;0.0
2025-05-24;Sochi;25.1;55.0;1018.3;1.5;25.6;0.0
2025-05-25;Sochi;23.3;46.4;1008.0;6.3;46.3;0.0
2025-05-26;Sochi;21.4;70.0;1013.2;9.9;54.2;0.0
2025-05-27;Sochi;21.3;56.4;1010.1;6.3;61.5;0.0
2025-05-28;Sochi;21.6;50.4;1015.6;6.0;49.3;0.0
2025-05-29;Sochi;22.1;55.8;1016.7;7.5;62.4;0.0
2025-05-30;Sochi;18.7;49.0;1014.8;8.4;47.5;0.0
2025-05-31;Sochi;26.4;52.5;1010.2;9.1;34.9;0.0
2025-06-01;Sochi;25.6;46.8;1012.2;6.8;26.8;0.0
2025-06-02;Sochi;27.0;53.7;1009.7;8.1;45.5;0.0
2025-06-03;Sochi;22.1;42.1;1012.8;2.5;28.0;2.9
2025-06-04;Sochi;24.6;63.8;1010.1;8.4;35.6;0.0
2025-06-05;Sochi;24.1;64.7;1016.8;8.3;37.2;0.0
2025-06-06;Sochi;26.2;50.2;1009.0;7.5;40.3;0.0
2025-06-07;Sochi;26.8;55.8;1010.4;18.9;72.0;0.0
2025-06-08;Sochi;24.3;59.8;1003.8;9.4;52.0;0.0
2025-06-09;Sochi;24.9;62.0;1013.3;5.1;38.1;0.0
2025-06-10;Sochi;25.3;38.4;1007.2;8.9;53.2;0.0
2025-06-11;Sochi;21.1;45.4;1012.1;6.2;22.5;1.9
2025-06-12;Sochi;25.4;55.3;1007.8;8.0;48.4;0.0
2025-06-13;Sochi;20.8;61.2;1014.8;10.7;51.7;0.0
2025-06-14;Sochi;26.1;50.6;1013.5;8.5;69.2;0.0
2025-06-15;Sochi;21.5;68.5;1013.9;4.0;90.0;0.0
2025-06-16;Sochi;24.0;45.6;1010.7;9.0;42.3;0.0
2025-06-17;Sochi;25.6;45.2;1017.5;4.7;58.1;0.0
2025-06-18;Sochi;28.0;54.3;1001.2;7.9;58.6;0.0
2025-06-19;Sochi;24.9;49.5;1017.8;11.9;35.4;0.0
2025-06-20;Sochi;26.0;55.9;1016.6;7.8;22.7;0.0
2025-06-21;Sochi;28.7;51.2;1006.7;12.8;51.7;0.0
2025-06-22;Sochi;23.8;52.6;1015.6;13.2;25.7;0.0
2025-06-23;Sochi;20.9;55.5;1012.3;6.6;57.6;0.0
2025-06-24;Sochi;25.1;57.9;1007.2;9.6;43.4;0.0
2025-06-25;Sochi;24.3;61.8;1015.0;6.2;62.6;0.0
2025-06-26;Sochi;23.1;56.7;1019.1;2.9;64.7;0.0
2025-06-27;Sochi;23.5;52.7;1013.5;6.5;58.7;0.0
2025-06-28;Sochi;25.0;52.7;1012.2;8.0;53.4;0.0
2025-06-29;Sochi;22.5;52.9;1014.7;10.1;55.1;0.0
2025-01-01;Novosibirsk;-22.2;79.6;1010.6;4.3;87.4;0.0
2025-01-02;Novosibirsk;-20.0;81.7;1016.5;12.1;50.2;0.0
2025-01-03;Novosibirsk;-15.4;75.3;1009.5;5.4;55.1;5.6
2025-01-04;Novosibirsk;-23.5;83.5;1017.3;8.8;56.5;0.0
2025-01-05;Novosibirsk;-18.5;75.7;1012.8;3.8;54.6;0.0
2025-01-06;Novosibirsk;-17.3;71.6;1016.4;6.0;49.0;0.0
2025-01-07;Novosibirsk;-21.9;67.2;1024.8;13.5;38.7;0.0
2025-01-08;Novosibirsk;-20.5;85.5;1010.9;6.2;61.2;7.9
2025-01-09;Novosibirsk;-22.6;75.8;1012.5;8.7;38.8;3.3
2025-01-10;Novosibirsk;-21.1;86.3;1013.2;7.6;83.8;0.0
2025-01-11;Novosibirsk;-18.5;77.6;1009.0;7.7;44.9;1.5
2025-01-12;Novosibirsk;-23.6;83.7;1009.8;10.5;65.1;4.7
2025-01-13;Novosibirsk;-25.6;84.9;1020.8;19.3;76.1;6.7
